time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1531852480,3.35,5.26,7.63,0.0625,0,-0.125,357.125,20.4375,-35.0625,0.07,0,10,29,64,42,1,4,136,90,110,5,2,47,155,112,5,0,44,7,5,stomach
1531852480,3.36,5.26,7.53,-0.0625,0.0625,0,357.125,20.3125,-34.875,0.07,0,11,31,63,44,2,4,140,94,115,2,0,47,181,112,4,0,43,8,0,stomach
1531852480,3.35,5.27,7.59,0,0.0625,-0.1875,357.125,20.3125,-34.9375,0.08,0,10,32,65,42,2,5,136,89,113,5,2,47,164,124,4,0,44,6,5,stomach
1531852480,3.35,5.28,7.61,-0.125,0,0.0625,357.125,20.3125,-34.9375,0.07,0,11,31,53,42,2,0,116,86,102,6,1,35,148,109,6,0,45,2,3,stomach
1531852480,3.48,5.18,7.84,7.25,-8.8125,4.0625,357,20.3125,-35.1875,0.07,0,10,30,49,39,2,4,124,83,103,5,4,43,148,104,4,0,28,5,5,stomach
1531852480,4.46,3.87,6.76,-8.25,1.125,6.875,352.0625,33.125,-24.4375,0.05,0,8,0,13,6,0,0,77,22,28,0,0,10,59,40,0,0,9,0,1,stomach
1531852480,6.09,4.51,6.14,-12.625,1.4375,9.1875,350.9375,34.5,-26.5,0.06,0,8,0,13,5,0,0,67,21,19,0,0,8,59,30,0,0,8,0,0,stomach
1531852480,4.52,4.67,6.23,50.0625,21.1875,-25.25,349.4375,29.75,-33.0625,0.04,0,8,7,31,22,0,0,97,71,90,5,1,63,145,45,2,0,8,2,8,stomach
1531852481,1.75,6.66,8.06,-2.6875,-22.25,16.1875,352.625,10.625,-41.1875,0.06,0,11,18,38,26,1,1,169,110,111,7,0,78,232,136,9,0,9,5,5,stomach
1531852482,4.16,6.18,7.74,50.5625,100.75,-60.5625,352.25,20,-39.75,0.05,0,12,22,60,33,0,9,75,71,122,6,0,84,194,129,5,0,16,0,3,stomach
1531852482,0.2,6.23,7.4,0.1875,10.75,-5.5,356.25,1.8125,-42.1875,0.06,0,11,29,55,26,2,0,62,74,115,7,0,91,168,110,6,0,29,2,3,stomach
